,country_code,region_name,iata,icao,airport,latitude,longitude,FIPS
8570,US,South Dakota,HON,KHON,Huron Regional Airport,44.3852,-98.2285,46005
8571,US,Alaska,HOM,PAHO,Homer Airport,59.6456,-151.477,02122
8572,US,Arizona,SDX,KSEZ,Sedona Airport,34.8486,-111.788,04025
8573,US,Montana,SDY,KSDY,Sidney-Richland Municipal Airport,47.7069,-104.193,30083
8574,US,Washington,SEA,KSEA,Seattle-Tacoma International Airport,47.449,-122.309,53033
8575,US,California,SEE,KSEE,Gillespie Field,32.8262,-116.972,06073
8576,US,Florida,SEF,KSEF,Sebring Regional Airport,27.4564,-81.3424,12055
8577,US,Pennsylvania,SEG,KSEG,Penn Valley Airport,40.8206,-76.8639,42109
8578,US,Alabama,SEM,KSEM,Craig Field,32.3439,-86.9878,01047
8579,US,Texas,SEP,KSEP,Stephenville Clark Regional Airport,32.2153,-98.1777,48143
8580,US,New Mexico,HOB,KHOB,Lea County Regional Airport,32.6875,-103.217,35025
8581,US,Louisiana,BAD,KBAD,Barksdale Air Force Base,32.5018,-93.6627,22015
8582,US,California,BAB,KBAB,Beale Air Force Base,39.1361,-121.437,06115
8583,US,Alaska,HNS,PAHN,Haines Airport,59.2438,-135.524,02100
8584,US,Florida,SFB,KSFB,Orlando Sanford International Airport,28.7776,-81.2375,12117
8585,US,Hawaii,HNM,PHHN,Hana Airport,20.7956,-156.014,15009
8586,US,Washington,SFF,KSFF,Felts Field,47.6828,-117.323,53063
8587,US,Hawaii,HNL,PHNL,Daniel K. Inouye International Airport,21.3206,-157.924,15003
8588,US,Alaska,HNH,PAOH,Hoonah Airport,58.0961,-135.41,02105
8589,US,North Carolina,HNC,KHSE,Billy Mitchell Airport,35.2328,-75.6178,37055
8590,US,Maine,SFM,KSFM,Sanford Seacoast Regional Airport,43.3939,-70.708,23031
8591,US,California,SFO,KSFO,San Francisco International Airport,37.619,-122.375,06081
8592,US,Rhode Island,SFZ,KSFZ,North Central State Airport,41.9208,-71.4914,44007
8593,US,California,HMT,KHMT,Hemet-Ryan Airport,33.734,-117.023,06065
8594,US,Missouri,SGF,KSGF,Springfield-Branson National Airport,37.2457,-93.3886,29077
8595,US,Ohio,SGH,KSGH,Springfield-Beckley Municipal Airport,39.8403,-83.8402,39023
8596,US,New Mexico,HMN,KHMN,Holloman Air Force Base,32.8525,-106.107,35035
8597,US,Michigan,AZO,KAZO,Kalamazoo/Battle Creek International Airport,42.2349,-85.5521,26077
8598,US,Texas,SGR,KSGR,Sugar Land Regional Airport,29.6223,-95.6565,48157
8599,US,Arkansas,SGT,KSGT,Stuttgart Municipal Airport,34.5995,-91.575,05117
8600,US,Utah,SGU,KSGU,St. George Regional Airport,37.0364,-113.51,49053
8601,US,Alaska,SGW,,Saginaw Seaplane Base,56.8863,-134.158,
8602,US,Alaska,SGY,PAGY,Skagway Airport,59.4601,-135.316,02230
8603,US,Arizona,AZA,KIWA,Phoenix-Mesa Gateway Airport,33.3078,-111.655,04013
8604,US,Texas,HLR,KHLR,Hood Army Airfield,31.1387,-97.7145,48027
8605,US,Virginia,SHD,KSHD,Shenandoah Valley Regional Airport,38.2638,-78.8964,51015
8606,US,Montana,HLN,KHLN,Helena Regional Airport,46.6068,-111.983,30049
8607,US,Michigan,HLM,KHLM,Park Township Airport,42.7959,-86.162,26139
8608,US,Alaska,SHG,PAGH,Shungnak Airport,66.8881,-157.162,02188
8609,US,Alaska,SHH,PASH,Shishmaref Airport,66.2496,-166.089,02180
8610,US,California,HLI,KCVH,Hollister Municipal Airport,36.8933,-121.41,06069
8611,US,West Virginia,HLG,KHLG,Wheeling Ohio County Airport,40.175,-80.6463,54069
8612,US,Washington,SHN,KSHN,Sanderson Field,47.2336,-123.148,53045
8613,US,Kansas,HLC,KHLC,Hill City Municipal Airport,39.3788,-99.8315,20065
8614,US,Wyoming,SHR,KSHR,Sheridan County Airport,44.7692,-106.98,56033
8615,US,North Carolina,HKY,KHKY,Hickory Regional Airport,35.7411,-81.3895,37023
8616,US,Georgia,AYS,KAYS,Waycross-Ware County Airport,31.2491,-82.3955,13299
8617,US,Louisiana,SHV,KSHV,Shreveport Regional Airport,32.4466,-93.8256,22017
8618,US,Alaska,SHX,PAHX,Shageluk Airport,62.6923,-159.569,02290
8619,US,Mississippi,HKS,KHKS,Hawkins Field,32.3345,-90.2222,28049
8620,US,Alaska,HKB,,Healy Lake Airport,63.9958,-144.693,02240
8621,US,Missouri,SIK,KSIK,Sikeston Memorial Municipal Airport,36.8989,-89.5618,29201
8622,US,Arkansas,HKA,KHKA,Blytheville Municipal Airport,35.9404,-89.8308,05093
8623,US,Alaska,SIT,PASI,Sitka Rocky Gutierrez Airport,57.0471,-135.362,02220
8624,US,Oregon,HIO,KHIO,Hillsboro Airport (Portland-Hillsboro Airport),45.5404,-122.95,41067
8625,US,New Mexico,AXX,KAXX,Angel Fire Airport,36.422,-105.29,35007
8626,US,Hawaii,MDY,PMDY,Henderson Field,28.2017,-177.381,
8627,US,Ohio,AXV,KAXV,Neil Armstrong Airport,40.4934,-84.2989,39011
8628,US,California,SIY,KSIY,Siskiyou County Airport,41.7781,-122.473,06093
8629,US,California,SJC,KSJC,San Jose International Airport,37.3626,-121.929,06085
8630,US,Arizona,HII,KHII,Lake Havasu City Airport,34.5711,-114.358,04015
8631,US,Oklahoma,AXS,KAXS,Altus/Quartz Mountain Regional Airport,34.698,-99.3385,40065
8632,US,Utah,HIF,KHIF,Hill Air Force Base,41.124,-111.973,49011
8633,US,New Hampshire,HIE,KHIE,Mount Washington Regional Airport,44.3676,-71.5445,33007
8634,US,Minnesota,HIB,KHIB,Range Regional Airport,47.3866,-92.839,27137
8635,US,Arizona,SJN,KSJN,St. Johns Industrial Air Park,34.5186,-109.379,04001
8636,US,Ohio,SKY,KSKY,Griffing Sandusky Airport,41.4333,-82.6522,39043
8637,US,Connecticut,BDL,KBDL,Bradley International Airport,41.9392,-72.6833,09003
8638,US,Idaho,IDA,KIDA,Idaho Falls Regional Airport,43.5136,-112.071,16019
8639,US,Illinois,MDW,KMDW,Chicago Midway International Airport,41.7861,-87.7525,17031
8640,US,Illinois,ORD,KORD,Chicago O'Hare International Airport,41.9786,-87.9047,17031
8641,US,Illinois,RFD,KRFD,Chicago Rockford International Airport,42.1953,-89.0972,17201
8642,US,Maryland,BWI,KBWI,Baltimore/Washington International Airport,39.1753,-76.6683,24003
8643,US,Michigan,DTW,KDTW,Detroit Metro Wayne County Airport,42.2125,-83.3533,26163
8644,US,New Jersey,EWR,KEWR,Newark Liberty International Airport,40.6925,-74.1686,34013
8645,US,New York,JFK,KJFK,John F. Kennedy International Airport,40.6397,-73.7789,36081
8646,US,New York,LGA,KLGA,LaGuardia Airport,40.775,-73.875,36081
8647,US,New York,SWF,KSWF,New York Stewart International Airport,41.5042,-74.1047,36071
8648,US,North Dakota,XWA,KXWA,Williston Basin International Airport,48.2597,-103.751,38105
8649,US,Virginia,DCA,KDCA,Ronald Reagan Washington National Airport,38.8522,-77.0378,51013
